,log,date,year
4169,"An RA in the YMCA reported a strong odor of marijuana coming from the 6th floor. Officers responded and saw a towel under door before entering the dorm. The resident, a 20-year-old student and a his visitor, a 20-year-old Boston College (BC) student, admitted to smoking earlier. The BC student admitted to providing the marijuana. The Northeastern student was reported to OSCCR and the Boston College Police Department was notified. The BC student was given a tresspass warning.",2011-10-28 23:15:00,2011
4170,"A proctor reported an 18-year-old student was assisted into Smith Hall, intoxicated and vomiting. She said she was drinking in Stetson West, which detectives are investigating further. She was taken to Beth Israel Deaconess Medical Center and was reported to OSCCR.",2011-10-28 23:45:00,2011
4171,"A resident in Loftman Hall reported her friend, an 18-year-old student, was having difficulty breathing after drinking. She was taken to Beth Israel Deaconess Medical Center and was reported to OSCCR.",2011-10-28 23:45:00,2011
4172,An RA in Stetson West reported an 18-year-old student vomiting. She was evaluated and allowed to stay on campus and was reported to OSCCR.,2011-10-30 02:30:00,2011
4173,"A visitor reported he parked his car on Columbus Avenue near Davenport A at 9 p.m. the night before. The following morning, he found his window broken and portable navigation unit missing.",2011-10-30 07:00:00,2011
4174,A graduate student reported that at 9 a.m. Saturday he discovered his bike was missing. He locked it at 9 p.m. the day before on Columbus Avenue outside Davenport A.,2011-10-31 15:45:00,2011
4175,An RA in Stetson East reported two 18-year-old students vomiting on the first floor. They had been drinking vodka at a bar. They were evaluated by EMTs and allowed to remain in the dorm. Both were reported  to OSCCR. The incident was also shared with BPD officers who are investigating the bar where the students were served.,2011-10-31 21:30:00,2011
4176,"A student reported he was walking across the Camden Street footbridge talking on his cell phone when two teens walked by, shoved him and grabbed his phone. He chased after them but stopped when one threatened him. The student then ran to a nearby convenience store and called NUPD. Officers stopped two suspects shortly after, but could not identify them.",2011-10-31 22:00:00,2011
4177,The manager of Wollaston’s in the Marino Center stopped a high school student attempting to shoplift food items. The boy’s high school was contacted and he was turned over to a school administrator. He was banned from the Northeastern campus.,2011-10-20 11:00:00,2011
4178,"A student reported she accidentally left her laptop in the Marino Center. When she went to recover it 15 minutes later, she discovered it was missing.",2011-10-20 11:30:00,2011
4179,"A graduate student reported he left his office in Holmes Hall around 1 p.m. and found his laptop missing when he returned around 6 p.m. Northeastern University Division of Public Safety (NUPD) officers spoke with another graduate student who shares the office, who said the office was left unlocked and unattended periodically throughout the day. No other items were missing.",2011-10-20 17:15:00,2011
4180,"An officer saw two males walking on Columbus Avenue carrying a case of beer. The officer approached them and identified them both as 19-year-old students. One of the students admitted to purchasing the beverages with a fake ID. The student who purchased the beer will be summonsed to Roxbury District Court, and both students have been reported to the Office of Student Conduct and Conflict Resolution (OSCCR).",2011-10-20 20:15:00,2011
4181,"A NUPD detective in Stetson West, following up on a previous incident, encountered an 18-year-old male student who admitted he had been smoking marijuana. The detective confiscated several pieces of drug paraphernalia and a small amount of marijuana. The student said he was very concerned this violation would affect his academic standing at the university and offered to cooperate by providing information about the source of his drug purchase. He was reported to OSCCR and the investigation is ongoing.",2011-10-21 15:30:00,2011
4182,"A female student reported that a few days earlier, she was harassed on campus by other students. She said the students made offensive remarks about her nationality. NUPD detectives are investigating the incident in conjunction with other university officials.",2011-10-21 16:30:00,2011
4183,"A visitor reported she left her backpack unattended at Speare Place during the Underwear Run for about five minutes. When she returned, the backpack was gone. The bag contained her laptop, cell phone and credit cards.",2011-10-21 21:45:00,2011
4184,"A student in Stetson West reported her friend, an 18-year-old student, was heavily intoxicated and vomiting. He admitted to drinking whiskey and vodka throughout the evening. EMTs determined he did not require hospitalization. He was reported to OSCCR.",2011-10-21 22:45:00,2011
4185,"Boston Police Department (BPD) officers reported a man falling on Huntington Avenue near the YMCA. Upon investigation, NUPD officers found he was a 24-year-old student and heavily intoxicated. He was taken to Beth Israel Deaconess Medical Center by ambulance and was reported to OSCCR.",2011-10-22 01:15:00,2011
4186,A student reported his 17-year-old roommate was vomiting from heavy intoxication on the second floor of Stetson West. He had been drinking vodka and whiskey at an off-campus party. He was referred to OSCCR.,2011-10-22 02:00:00,2011
4187,A NUPD officer was called to International Village (INV) where an 18-year-old female student was vomiting in a corridor. She was drinking mixed drinks at an off-campus party. She was evaluated by EMTs and taken to Beth Israel Deaconess Medical Center by ambulance. Se was reported to OSCCR.,2011-10-22 02:00:00,2011
